RouteDataID,CountryNum,StateNum,Route,RPID,Year,Month,Day,ObsN,TotalSpp,StartTemp,EndTemp,TempScale,StartWind,EndWind,StartSky,EndSky,StartTime,EndTime,Assistant,QualityCurrentID,RunType
6244759,840,25,24,101,2001,6,3,1090661,49,72,87,F,0,1,1,1,600,1018,1,1,1
6358795,840,25,24,101,2015,5,15,1020231,24,78,84,F,1,2,0,1,605,915,0,1,1
6362866,840,25,24,101,2016,5,21,1020231,29,75,81,F,0,0,2,1,630,940,1,1,1
6235752,840,25,25,101,2000,5,27,1150472,60,70,89,F,0,1,1,1,554,1209,0,1,1
6244674,840,25,25,101,2001,5,26,1150472,57,65,87,F,0,1,2,2,554,1118,0,1,1
6358769,840,25,25,101,2015,6,6,1151517,54,67,77,F,1,3,1,1,556,1019,0,1,1
6363339,840,25,25,101,2016,6,4,1151517,46,64,84,F,1,1,1,2,554,1007,0,1,1
6236049,840,25,26,101,2000,5,28,1000175,43,75,92,F,1,0,2,2,602,1012,0,1,1
6244763,840,25,26,101,2001,5,20,1000175,43,67,84,F,1,2,1,0,602,1004,0,1,1
6236793,840,25,27,101,2000,6,6,1020088,51,71,90,F,2,3,1,2,604,1119,1,1,1
6245823,840,25,27,101,2001,6,11,1020088,46,71,86,F,1,3,0,0,604,1116,1,1,1
6359183,840,25,27,101,2015,6,4,1020088,44,68,84,F,0,1,0,1,604,1145,1,1,1
6360904,840,25,27,101,2016,6,5,1151568,45,76,97,F,1,1,0,2,600,1037,0,1,1
6235940,840,25,28,101,2000,5,29,1000175,43,74,89,F,0,2,1,1,604,1038,0,1,1
6240605,840,25,28,101,2001,5,18,1000175,36,61,86,F,0,2,0,0,604,1033,0,1,1
6358575,840,25,28,101,2015,5,15,1060359,38,68,85,F,0,3,0,1,604,1055,0,1,1
6360665,840,25,28,101,2016,6,2,1060359,35,75,95,F,0,0,0,1,604,1105,0,1,1
6236797,840,25,30,101,2000,5,28,1100143,39,79,88,F,0,0,0,0,555,1010,1,1,1
6362099,840,25,30,101,2016,6,19,1041117,50,72,80,F,1,2,1,2,556,1113,1,1,1
6236053,840,25,31,101,2000,6,11,1190243,58,20,34,C,0,2,1,2,556,1026,0,1,1
6244765,840,25,31,101,2001,6,12,1190243,58,71,87,F,0,3,0,1,556,1028,0,1,1
6357064,840,25,31,101,2015,5,17,1130006,38,73,77,F,0,2,1,0,605,920,0,1,1
6360969,840,25,31,101,2016,6,12,1130006,35,73,79,F,0,0,1,1,605,1028,0,1,1
6236800,840,25,37,101,2000,5,28,1120058,42,76,80,F,0,2,2,1,557,1042,1,1,1
6245825,840,25,37,101,2001,5,23,1070344,45,61,77,F,2,2,2,1,558,1007,0,1,1
6358371,840,25,37,101,2015,5,31,1151375,47,20,26,C,0,0,0,1,557,953,0,1,1
6360508,840,25,37,101,2016,5,29,1151375,48,63,80,F,0,0,0,1,557,1014,0,1,1
6236057,840,25,38,101,2000,5,27,1030369,44,74,88,F,0,1,0,2,553,1024,0,1,1
6236803,840,25,51,101,2000,5,26,1150599,52,80,88,F,2,1,2,1,513,903,0,1,1
6245826,840,25,51,101,2001,5,16,1150599,54,73,81,F,3,1,0,0,513,923,0,1,1
6236060,840,25,52,101,2000,5,29,1150599,58,72,80,F,0,0,0,0,513,915,0,1,1
6244769,840,25,52,101,2001,5,17,1150599,56,64,79,F,1,1,4,1,513,911,0,1,1
6359459,840,25,52,101,2015,6,14,981253,42,75,93,F,0,0,0,0,524,1055,0,1,1
6361972,840,25,52,101,2016,6,15,981253,45,75,83,F,2,1,2,2,519,1050,1,1,1
6236806,840,25,53,101,2000,6,9,1190444,46,68,84,F,1,1,1,2,513,901,0,1,1
6245828,840,25,53,101,2001,6,3,1190444,47,71,72,F,0,3,1,1,500,914,1,1,1
6358036,840,25,53,101,2015,6,14,1190444,35,72,85,F,0,3,0,0,512,912,1,1,1
6360923,840,25,53,101,2016,6,12,1190444,33,73,88,F,0,1,0,1,516,929,1,1,1
6235943,840,25,54,101,2000,6,12,1030213,46,70,85,F,0,2,1,1,509,909,0,1,1
6244671,840,25,54,101,2001,6,15,1030213,37,70,85,F,0,1,0,2,509,919,1,1,1
6358376,840,25,54,101,2015,6,7,1151375,56,20,28,C,0,0,0,0,509,957,0,1,1
6360785,840,25,54,101,2016,6,5,1151375,52,74,77,F,0,1,2,2,509,1036,0,1,1
6235946,840,25,55,101,2000,5,27,1080334,54,74,86,F,0,1,4,1,509,919,0,1,1
6244675,840,25,55,101,2001,5,26,1080334,56,59,75,F,1,1,0,1,509,934,1,1,1
6357845,840,25,55,101,2015,6,14,1190584,52,69,90,F,0,1,0,0,509,1045,0,1,1
6360684,840,25,55,101,2016,6,5,1190584,47,73,79,F,0,1,2,2,509,1115,0,1,1
6236812,840,25,56,101,2000,6,3,990223,55,69,89,F,0,1,4,1,604,1005,0,1,1
6245829,840,25,56,101,2001,6,1,990223,57,68,72,F,0,2,4,8,604,1010,0,1,1
6357251,840,25,56,101,2015,6,6,990223,50,66,74,F,0,2,2,0,604,1022,0,1,1
6360518,840,25,56,101,2016,5,30,990223,54,66,74,F,0,3,0,1,604,1022,0,1,1
6237475,840,25,57,101,2000,5,24,1190172,44,65,75,F,2,3,2,0,609,1013,0,1,1
6244678,840,25,57,101,2001,5,22,1190172,47,71,80,F,1,2,1,2,608,1040,0,1,1
6357147,840,25,57,101,2015,5,31,990594,31,70,90,F,0,2,1,2,605,1113,0,1,1
6360527,840,25,57,101,2016,5,30,990594,33,70,95,F,0,1,0,0,605,1115,0,1,1
6236816,840,25,58,101,2000,6,8,1070295,47,75,85,F,1,1,1,1,605,1020,1,1,1
6245831,840,25,58,101,2001,5,27,1070295,50,62,82,F,1,0,2,1,615,1017,1,1,1
6236064,840,25,59,101,2000,6,25,1090509,37,69,83,F,0,0,1,0,610,1027,0,1,1
6240098,840,25,59,101,2001,6,26,1090509,43,73,85,F,0,1,1,5,605,1020,0,1,1
6244773,840,25,60,101,2001,6,17,1120435,35,74,83,F,1,2,0,0,553,1006,0,1,1
6358342,840,25,60,101,2015,5,30,1151375,57,19,24,C,0,2,1,2,554,959,0,1,1
6360486,840,25,60,101,2016,5,28,1151375,57,71,81,F,0,2,1,1,553,1021,0,1,1
6236819,840,25,61,101,2000,5,29,1190172,52,15,28,C,1,2,0,0,602,1011,0,1,1
6245833,840,25,61,101,2001,6,9,1190172,53,71,82,F,1,2,2,1,601,1012,0,1,1
6358372,840,25,61,101,2015,6,4,1151375,62,19,24,C,0,0,0,1,601,955,0,1,1
6360788,840,25,61,101,2016,6,4,1151375,59,72,86,F,0,1,0,1,601,1025,0,1,1
6237477,840,25,62,101,2000,5,26,1190172,53,25,31,C,3,2,1,1,601,1016,0,1,1
6244682,840,25,62,101,2001,5,24,1190172,55,59,80,F,1,1,0,0,607,1026,0,1,1
6357624,840,25,62,101,2015,5,19,1091225,53,72,85,F,1,1,0,1,602,1100,0,1,1
6360466,840,25,62,101,2016,5,15,1091225,58,64,77,F,2,1,1,1,601,1100,0,1,1
6237479,840,25,63,101,2000,5,30,1140340,51,78,83,F,0,0,1,2,556,1012,1,1,1
6244686,840,25,63,101,2001,5,19,1140340,46,59,68,F,0,3,0,0,556,1015,1,1,1
6245834,840,25,64,101,2001,5,25,1030369,48,62,83,F,0,1,0,0,556,1014,0,1,1
6359331,840,25,64,101,2015,6,10,1041070,38,76,95,F,0,1,2,0,556,1031,0,1,1
6362049,840,25,64,101,2016,6,17,1041070,34,79,92,F,0,2,1,2,604,1045,0,1,1
6236822,840,25,66,101,2000,5,29,1030272,51,72,86,F,0,2,1,0,602,1035,1,1,1
6245836,840,25,66,101,2001,6,10,1030272,42,72,87,F,0,2,1,0,604,1015,1,1,1
6357129,840,25,66,101,2015,5,31,1030272,43,70,78,F,1,1,1,1,602,950,1,1,1
6361244,840,25,66,101,2016,6,5,1030272,49,73,83,F,0,2,0,1,602,1005,1,1,1
6236068,840,25,67,101,2000,6,15,1030209,40,72,88,F,0,0,0,1,600,1030,1,1,1
6244777,840,25,67,101,2001,6,9,1030209,40,75,87,F,0,0,0,1,600,1021,1,1,1
6359496,840,25,67,101,2015,5,17,1020509,45,74,82,F,0,2,2,2,600,1113,0,1,1
6360487,840,25,67,101,2016,5,22,1020509,42,73,86,F,0,2,0,2,600,1021,0,1,1
6363496,840,25,68,101,2016,6,19,1190933,42,75,93,F,2,1,1,0,558,1019,0,1,1
6244780,840,25,69,101,2001,5,27,1020088,53,72,85,F,0,2,1,2,558,1140,1,1,1
6359188,840,25,69,101,2015,6,13,1020088,49,72,89,F,0,3,2,2,558,1150,1,1,1
6363072,840,25,69,101,2016,6,25,1020088,49,78,90,F,0,2,0,2,558,1230,1,0,0
6236071,840,25,70,101,2000,6,4,1150601,48,70,82,F,0,2,0,0,604,1024,0,1,1
6244783,840,25,70,101,2001,6,10,1150601,42,71,81,F,0,1,1,0,604,1010,0,1,1
6236825,840,25,71,101,2000,5,29,1150601,61,70,80,F,0,2,4,0,600,1024,0,1,1
6245838,840,25,71,101,2001,6,3,1150601,60,70,80,F,0,2,4,2,600,1025,0,1,1
6358580,840,25,71,101,2015,5,30,1151510,47,69,88,F,0,0,0,0,600,1110,1,0,0
6236828,840,25,73,101,2000,6,7,1020088,51,72,90,F,0,1,0,2,600,1040,1,1,1
6245839,840,25,73,101,2001,6,3,1020088,48,69,86,F,0,1,0,0,600,1013,1,1,1
6359075,840,25,73,101,2015,6,6,1020088,52,72,90,F,2,3,2,2,600,1155,1,1,1
6362052,840,25,73,101,2016,6,18,1080682,56,78,90,F,0,1,1,2,600,1217,1,1,1
6237481,840,25,74,101,2000,5,20,1130006,42,63,86,F,0,3,0,1,559,1027,0,1,1
6244689,840,25,74,101,2001,5,26,1130006,47,73,84,F,0,2,1,2,555,1025,1,1,1
6357211,840,25,74,101,2015,5,11,1130006,39,70,79,F,0,0,0,0,555,930,0,1,1
6360679,840,25,74,101,2016,6,6,1130006,33,77,86,F,0,3,2,2,555,1017,0,1,1
6237095,840,25,76,101,2000,5,28,1080361,36,81,92,F,0,0,4,0,610,1147,1,1,1
6245841,840,25,76,101,2001,6,10,1080361,43,74,85,F,1,1,0,0,601,1143,0,1,1
6362277,840,25,77,101,2016,6,25,1060405,24,85,100,F,0,2,0,1,559,1206,0,1,1
6236075,840,25,79,101,2000,5,11,990478,31,72,88,F,3,2,1,0,600,1020,0,1,1
6244786,840,25,79,101,2001,5,16,990478,33,68,82,F,2,3,2,1,600,1015,0,1,1
6360126,840,25,79,101,2015,5,15,1091236,38,73,91,F,0,3,0,1,605,1302,0,0,0
6360462,840,25,79,101,2016,5,14,1140562,42,74,80,F,0,1,1,0,600,1025,0,1,1
6237483,840,25,81,101,2000,6,11,990278,31,74,86,F,0,2,2,2,600,1102,0,1,1
6240607,840,25,81,101,2001,6,17,990278,40,75,85,F,0,1,0,0,600,1002,0,1,1
6357765,840,25,81,101,2015,6,7,990278,39,72,82,F,0,0,1,1,600,955,0,1,1
6361149,840,25,81,101,2016,6,14,1110212,51,79,86,F,1,2,1,1,602,1023,0,1,1
6244693,840,25,82,101,2001,5,22,1000175,38,71,87,F,1,2,0,1,602,1037,0,1,1
6361682,840,25,82,101,2016,6,24,1060402,39,75,89,F,0,0,0,0,602,1010,0,1,1
6237099,840,25,84,101,2000,5,27,1140340,60,67,83,F,0,0,4,1,558,1012,1,1,1
6245842,840,25,84,101,2001,5,20,1140340,61,65,69,F,0,2,0,2,558,1039,1,1,1
6358862,840,25,84,101,2015,6,30,1150973,54,64,77,F,1,2,0,0,604,1052,1,1,1
6357330,840,25,85,101,2015,5,10,1040754,45,70,80,F,0,0,0,0,604,1036,0,1,1
6360413,840,25,85,101,2016,5,8,1040754,51,57,72,F,0,0,0,0,604,1045,0,1,1
6237103,840,25,86,101,2000,5,28,990278,42,74,84,F,0,0,1,1,600,1018,0,1,1
6245844,840,25,86,101,2001,6,10,990278,45,76,85,F,0,0,0,0,600,955,0,1,1
6357781,840,25,86,101,2015,5,17,990278,34,71,82,F,0,2,0,1,600,955,0,1,1
6236079,840,25,87,101,2000,5,21,990278,33,72,82,F,0,2,0,1,600,1016,0,1,1
6244787,840,25,87,101,2001,5,27,990278,32,75,83,F,0,3,1,2,607,955,0,1,1
6357784,840,25,87,101,2015,5,31,990278,34,71,83,F,0,1,1,1,600,1002,0,1,1
6360962,840,25,87,101,2016,5,25,1110212,42,73,85,F,1,3,0,2,604,1037,0,1,1
6357209,840,25,88,101,2015,6,2,1120673,32,75,85,F,0,1,1,2,558,1102,0,1,1
6360414,840,25,88,101,2016,5,15,1120673,37,75,77,F,0,2,0,0,600,1049,0,1,1
6237485,840,25,108,101,2000,5,27,1010060,51,71,88,F,0,2,4,1,605,1010,0,1,1
6244700,840,25,108,101,2001,5,24,1010060,57,53,76,F,0,1,0,0,605,1006,0,1,1
6358248,840,25,108,101,2015,6,28,1041092,51,75,88,F,0,2,5,2,610,1229,1,1,1
6361364,840,25,108,101,2016,6,20,1041092,45,72,87,F,0,2,0,0,605,1225,1,1,1
6359339,840,25,109,101,2015,6,22,1140706,41,80,84,F,0,0,0,1,612,1117,0,1,1
6362384,840,25,109,101,2016,6,19,1140706,36,76,82,F,1,3,1,1,612,1045,0,1,1
6235755,840,25,113,101,2000,6,4,1090604,54,72,85,F,0,0,2,1,600,1031,0,1,1
6244677,840,25,113,101,2001,6,8,1090604,48,71,84,F,1,2,1,2,600,1020,0,1,1
6357843,840,25,113,101,2015,5,29,1090604,47,59,86,F,0,3,1,1,600,1040,0,1,1
6360723,840,25,113,101,2016,5,22,1090604,44,70,80,F,1,2,1,0,600,1035,0,1,1
6237487,840,25,116,101,2000,6,17,970242,52,74,89,F,0,0,1,1,602,1021,0,1,1
6360397,840,25,116,101,2016,5,7,1020549,50,51,74,F,0,2,0,0,600,1119,0,1,1
6366987,840,25,123,101,2016,6,19,1020509,49,25,32,C,2,4,2,2,558,1049,0,1,1
6236083,840,25,129,101,2000,5,29,1030209,51,70,89,F,0,2,0,0,600,1030,1,1,1
6244790,840,25,129,101,2001,5,20,1030209,48,65,86,F,0,0,0,0,600,1020,1,1,1
6366985,840,25,129,101,2016,6,12,1020509,56,29,31,C,0,2,1,1,601,1029,0,1,1
6236087,840,25,132,101,2000,6,4,990278,45,73,91,F,0,1,0,0,600,1045,0,1,1
6244793,840,25,132,101,2001,6,3,990278,40,76,86,F,0,0,0,0,600,954,0,1,1
6358064,840,25,132,101,2015,5,24,990278,33,73,84,F,1,1,0,1,600,942,0,1,1
6237107,840,25,135,101,2000,5,15,990488,36,68,87,F,0,2,1,1,600,1115,0,1,1
6245845,840,25,135,101,2001,5,26,990488,27,74,81,F,0,2,2,2,602,1113,1,1,1
6357269,840,25,135,101,2015,5,10,1140562,32,75,85,F,0,2,1,2,600,1057,0,1,1
6360464,840,25,135,101,2016,5,15,1140562,30,75,90,F,0,3,0,2,600,1025,0,1,1
6357714,840,25,138,101,2015,6,14,990883,48,72,91,F,1,1,2,0,553,1110,0,1,1
6363125,840,25,138,101,2016,6,16,990883,42,77,88,F,0,1,0,2,553,1117,1,1,1
6358926,840,25,151,101,2015,5,17,1080374,43,70,78,F,1,1,1,1,513,917,1,1,1
6361102,840,25,151,101,2016,5,30,1080374,41,69,80,F,0,1,2,1,513,903,1,1,1
6359332,840,25,159,101,2015,5,20,1041070,39,72,89,F,0,0,0,0,606,1058,0,1,1
6362054,840,25,159,101,2016,5,26,1041070,44,66,82,F,0,1,0,0,600,1118,0,1,1
6357515,840,25,165,101,2015,6,8,1090794,43,70,88,F,0,1,0,1,600,1142,0,1,1
6358304,840,25,170,101,2015,6,7,1010211,42,73,84,F,0,0,0,0,604,1050,1,1,1
6361117,840,25,170,101,2016,6,5,1010211,52,74,90,F,0,1,0,2,604,1103,1,1,1
6361472,840,25,171,101,2016,5,24,1151510,41,63,89,F,0,0,0,0,612,1205,1,1,1
6237110,840,25,172,101,2000,5,31,1090661,51,78,90,F,0,4,0,1,600,958,1,1,1
6242021,840,25,172,101,2001,5,25,1090661,47,68,80,F,2,3,2,1,600,1010,1,1,1
6358796,840,25,172,101,2015,5,16,1020231,31,78,85,F,0,3,0,1,600,930,0,1,1
6362864,840,25,172,101,2016,5,22,1020231,30,70,81,F,1,2,0,0,600,930,1,1,1
6236091,840,25,175,101,2000,5,29,1130006,33,76,84,F,2,2,1,2,610,1048,0,1,1
6244794,840,25,175,101,2001,6,2,1130006,43,76,84,F,0,2,0,2,559,1026,1,1,1
6357167,840,25,175,101,2015,5,25,1130006,28,80,83,F,2,4,1,1,600,952,1,1,1
6360681,840,25,175,101,2016,5,30,1130006,30,73,83,F,0,2,1,1,556,1020,1,1,1
6236095,840,25,178,101,2000,6,3,990488,29,72,88,F,0,2,1,1,600,1135,0,1,1
6357995,840,25,178,101,2015,5,16,1020373,30,73,84,F,0,2,0,1,600,1209,1,1,1
6360985,840,25,178,101,2016,5,21,1020373,28,77,88,F,0,0,2,1,600,1152,1,1,1
6237113,840,25,180,101,2000,6,10,1000377,37,77,84,F,1,2,1,2,600,1215,1,1,1
6245846,840,25,180,101,2001,5,21,1000377,28,72,82,F,1,2,0,0,610,1215,1,1,1
6360044,840,25,180,101,2015,5,24,1000377,25,71,82,F,1,2,0,1,606,1145,1,1,1
6363632,840,25,180,101,2016,6,5,1000377,29,78,82,F,0,2,0,0,615,1140,1,1,1
6360045,840,25,283,101,2015,6,21,1000377,26,81,86,F,0,1,0,1,619,1215,1,1,1
6363635,840,25,283,101,2016,6,12,1000377,25,78,84,F,0,1,0,0,606,1105,1,1,1
6237489,840,25,901,101,2000,6,2,1070295,38,62,86,F,1,1,0,0,608,1030,1,1,0
6244703,840,25,901,101,2001,6,2,1070295,39,66,84,F,0,1,0,1,605,1020,1,1,0
6358895,840,25,901,101,2015,6,13,1151557,40,70,92,F,0,0,0,0,600,1055,1,0,0
6362974,840,25,901,101,2016,5,28,1151557,33,57,77,F,0,0,0,0,615,1015,1,1,0
6237114,840,25,902,101,2000,7,5,1070324,27,72,84,F,0,0,4,0,603,1108,0,0,0
6359723,840,25,902,101,2015,5,26,1070344,32,70,83,F,0,2,4,1,557,1000,0,1,0
6363977,840,25,902,101,2016,5,24,1070344,31,66,85,F,0,0,1,0,557,1005,0,1,0
6236098,840,25,903,101,2000,6,8,1190243,36,19,32,C,0,3,0,1,556,1031,0,1,0
6244797,840,25,903,101,2001,6,19,1190243,33,68,85,F,1,1,0,1,556,1009,0,1,0
6359388,840,25,903,101,2015,6,20,981379,35,73,92,F,0,3,0,1,555,1128,0,1,0
6362093,840,25,903,101,2016,5,19,981379,32,71,84,F,0,2,0,2,556,1127,0,1,0
6235757,840,25,904,101,2000,6,7,1070295,54,62,82,F,0,1,0,0,510,1024,1,1,0
6244680,840,25,904,101,2001,6,3,1070295,53,74,84,F,1,3,2,1,509,917,1,1,0
6236103,840,25,905,101,2000,6,7,1190243,60,21,34,C,0,2,0,0,608,1040,0,1,0
6244800,840,25,905,101,2001,6,7,1190243,61,68,89,F,0,1,1,1,608,1102,0,1,0
6357057,840,25,905,101,2015,5,24,1030272,39,70,80,F,0,3,0,1,553,1024,0,1,0
6361569,840,25,905,101,2016,5,29,1030272,46,69,84,F,0,0,0,1,608,1149,0,1,0
6235760,840,25,906,101,2000,6,2,1190243,44,16,36,C,0,3,0,0,558,1031,0,1,0
6244683,840,25,906,101,2001,6,6,1190243,43,68,86,F,0,3,0,1,558,1033,0,1,0
6360432,840,25,906,101,2016,5,22,1091295,32,70,86,F,0,3,0,1,558,1144,1,1,0
6358921,840,25,908,101,2015,6,7,1070542,36,69,87,F,0,1,0,1,601,1201,0,1,0
6363623,840,25,908,101,2016,6,4,1070542,36,71,87,F,0,0,0,0,602,1057,0,1,0
6358969,840,25,909,101,2015,6,10,1070241,42,72,83,F,0,1,2,2,600,1041,0,1,0
6363624,840,25,909,101,2016,6,1,1070241,46,70,83,F,0,2,0,1,600,1046,0,1,0
6237491,840,25,910,101,2000,5,27,1090661,47,76,92,F,0,0,1,0,604,1120,1,1,0
6244707,840,25,910,101,2001,5,26,1090661,42,70,90,F,0,1,2,1,602,1120,1,1,0
6357700,840,25,910,101,2015,5,16,1110182,46,74,88,F,0,2,0,1,602,1105,0,1,0
6360988,840,25,910,101,2016,5,21,1110182,54,73,87,F,2,2,2,2,602,1123,0,1,0
6237493,840,25,911,101,2000,6,13,1190243,55,21,32,C,0,3,0,1,558,1038,0,1,0
6244710,840,25,911,101,2001,6,13,1190243,49,73,91,F,0,1,0,1,558,1032,0,1,0
6358812,840,25,911,101,2015,5,29,1020231,21,78,85,F,0,1,2,1,559,1005,0,0,0
6237117,840,25,912,101,2000,6,14,1190243,33,22,34,C,1,3,0,1,600,1029,0,1,0
6245847,840,25,912,101,2001,6,14,1190243,37,71,92,F,0,2,0,1,600,1036,0,1,0
6357091,840,25,912,101,2015,5,22,1100251,30,75,84,F,0,1,0,0,600,1130,0,1,0
6362006,840,25,912,101,2016,6,10,1210067,36,77,85,F,0,3,2,2,558,1119,1,1,0
6236106,840,25,915,101,2000,6,3,1150472,52,70,89,F,0,0,0,0,554,1159,0,1,0
6244801,840,25,915,101,2001,5,28,1150472,55,68,91,F,0,0,2,1,554,1201,0,1,0
6235763,840,25,916,101,2000,5,28,1090661,59,80,92,F,0,1,2,2,602,959,1,1,0
6244684,840,25,916,101,2001,5,27,1090661,60,70,85,F,0,1,2,1,602,1009,1,1,0
6357763,840,25,916,101,2015,5,17,1110182,56,73,87,F,0,1,0,1,602,1032,0,1,0
6360975,840,25,916,101,2016,5,22,1110182,52,72,85,F,0,1,0,2,602,1030,0,1,0
6235766,840,25,917,101,2000,6,22,1070324,34,70,81,F,0,0,4,1,557,1105,0,1,0
6235769,840,25,918,101,2000,6,24,1030359,49,76,0,F,0,2,1,1,615,1120,0,1,0
6244687,840,25,918,101,2001,6,9,1120439,59,70,90,F,0,1,1,1,600,1130,1,1,0
6235772,840,25,919,101,2000,6,15,1190243,38,20,31,C,0,2,0,1,558,1107,0,1,0
6244690,840,25,919,101,2001,6,15,1190243,41,68,94,F,0,3,0,1,558,1118,0,1,0
6358430,840,25,919,101,2015,6,17,1151428,30,72,86,F,0,2,0,1,558,1141,0,1,0
6361158,840,25,919,101,2016,6,15,1151428,41,77,88,F,0,2,0,0,558,1149,0,1,0
6237120,840,25,920,101,2000,6,14,1190310,49,72,82,F,0,2,0,2,513,910,1,1,0
6245848,840,25,920,101,2001,5,26,1190310,46,55,73,F,0,0,1,1,513,916,1,1,0
6236110,840,25,921,101,2000,5,23,1150599,60,76,90,F,0,3,2,2,612,1110,0,1,0
6244804,840,25,921,101,2001,5,21,1150599,66,76,84,F,1,2,1,1,612,1148,0,1,0
6357387,840,25,921,101,2015,6,9,1091225,50,80,88,F,2,4,2,5,612,1202,0,0,0
6360482,840,25,921,101,2016,5,19,1091225,53,75,92,F,0,3,2,1,612,1250,0,0,0
6237123,840,25,922,101,2000,5,15,1190494,28,70,85,F,0,2,0,0,608,1108,1,1,0
6245849,840,25,922,101,2001,5,15,1190494,31,66,84,F,0,3,0,1,608,1141,1,1,0
6357767,840,25,922,101,2015,6,17,981365,45,71,95,F,0,1,0,1,602,1144,0,1,0
6361455,840,25,922,101,2016,6,21,981365,40,64,85,F,0,2,0,1,604,1105,0,1,0
6236114,840,27,1,101,2000,6,12,1160118,50,72,84,F,1,2,1,1,555,1035,0,1,1
6244807,840,27,1,101,2001,6,16,1160118,52,73,89,F,0,1,1,1,553,1015,0,1,1
6357496,840,27,1,101,2015,6,7,1151508,51,68,84,F,0,1,1,1,552,1100,1,1,1
6361068,840,27,1,101,2016,6,5,1151508,47,76,86,F,0,1,1,1,555,1050,1,1,1
6244526,840,27,3,101,2001,5,30,1070350,64,66,80,F,1,1,0,0,600,1005,0,1,1
6360548,840,27,3,101,2016,5,28,990872,64,70,77,F,0,1,0,1,551,1041,0,1,1
6236118,840,27,4,101,2000,5,30,980510,61,73,86,F,1,5,2,1,601,1130,1,0,0
6244810,840,27,4,101,2001,5,19,980510,62,65,80,F,0,1,0,0,607,1113,1,1,1
6357058,840,27,4,101,2015,5,24,980510,62,64,79,F,0,3,0,1,600,1044,0,1,1
6235775,840,27,5,101,2000,6,4,1140172,51,80,94,F,0,0,1,0,555,1030,0,1,1
6357098,840,27,5,101,2015,5,27,981362,68,69,82,F,0,2,2,1,629,1130,0,0,0
6361353,840,27,5,101,2016,6,20,981362,58,63,81,F,0,2,1,1,619,1105,0,1,1
6244691,840,27,6,101,2001,5,27,980045,58,65,82,F,0,0,1,1,605,944,1,1,1
6357227,840,27,6,101,2015,6,2,1010060,55,72,78,F,0,1,1,2,605,1015,1,1,1
6360565,840,27,6,101,2016,5,29,1010060,52,68,90,F,0,1,0,0,605,1037,0,1,1
6341673,840,27,7,101,2000,6,14,1180099,60,72,91,F,0,0,0,0,600,1025,0,1,1
6172755,840,27,7,101,2001,5,31,1180099,59,65,90,F,0,0,1,1,559,1048,1,1,1
6362307,840,27,7,101,2016,6,19,1150935,48,69,81,F,0,2,0,0,610,1050,0,1,1
6360458,840,27,8,101,2016,5,25,990872,68,62,84,F,0,1,0,0,551,1106,0,1,1
6237126,840,27,9,101,2000,6,4,1150621,63,72,88,F,0,0,0,0,604,1107,1,1,1
6245770,840,27,9,101,2001,6,3,1150621,63,74,88,F,2,2,2,1,603,1100,1,1,1
6237127,840,27,10,101,2000,6,3,1040466,53,69,86,F,1,0,0,0,603,1047,1,1,1
6245771,840,27,10,101,2001,6,9,1040466,53,73,85,F,0,1,2,2,603,1031,1,1,1
6357136,840,27,10,101,2015,5,30,1040466,63,68,80,F,0,1,0,0,603,1044,0,1,1
6361930,840,27,10,101,2016,5,28,1040466,64,67,77,F,0,1,0,0,603,1037,1,1,1
6236122,840,27,13,101,2000,6,4,1140305,51,73,92,F,0,0,2,1,552,1005,1,1,1
6244014,840,27,13,101,2001,6,2,1140305,53,69,74,F,1,1,2,1,552,1029,1,1,1
6357065,840,27,13,101,2015,5,25,981362,66,68,81,F,0,2,2,2,617,1116,0,1,1
6361249,840,27,13,101,2016,6,19,981362,65,67,82,F,1,2,1,1,641,1129,0,0,0
6236126,840,27,14,101,2000,6,3,1000182,54,74,92,F,0,3,0,0,556,1055,1,1,1
6244017,840,27,14,101,2001,6,3,1000182,51,70,89,F,3,3,2,1,556,1045,1,1,1
6357887,840,27,14,101,2015,5,24,1000182,42,64,79,F,2,4,2,1,556,1046,1,1,1
6243963,840,27,15,101,2000,6,8,1060105,64,55,91,F,1,2,0,1,547,1009,0,1,1
6243967,840,27,15,101,2001,6,18,1060105,58,66,89,F,0,2,0,0,551,1025,0,1,1
6359363,840,27,15,101,2015,6,21,1060105,49,71,86,F,0,2,0,1,600,1038,0,1,1
6362837,840,27,15,101,2016,6,16,1060105,46,72,90,F,0,3,1,1,608,1038,0,1,1
6358754,840,27,16,101,2015,5,22,1070350,58,68,83,F,0,0,0,2,640,1157,0,0,0
6363422,840,27,16,101,2016,6,2,1070350,61,67,83,F,0,2,0,0,623,1115,0,1,1
6244519,840,27,18,101,2001,6,1,1150723,58,72,73,F,2,3,1,2,559,1047,0,1,1
6360251,840,27,18,101,2015,5,26,1150723,63,20,34,C,2,3,2,2,559,1053,0,1,1
6362786,840,27,18,101,2016,5,26,1150723,61,19,28,C,0,1,1,1,559,1041,0,1,1
6245773,840,27,19,101,2001,6,11,990530,65,70,80,F,1,2,0,2,549,1011,1,1,1
6357687,840,27,19,101,2015,5,24,980978,63,59,70,F,1,1,0,1,549,1007,0,1,1
6361845,840,27,19,101,2016,5,30,980978,61,67,74,F,2,2,0,1,549,957,0,1,1
6235777,840,27,20,101,2000,6,23,1150107,58,64,86,F,0,1,0,0,553,1030,0,1,1
